Subject,Code,Title,Prerequisites
POLI,POLI 142O,International Terrorism,upper-division standing
POLI,POLI 142P,Crisis Areas in World Politics,upper-division standing
POLI,POLI 142Q,Cold War,N/A
POLI,POLI 143,"New Modes of International Conflict: Cyber, Space, and Robots",N/A
POLI,POLI 143A,War and Society,upper-division standing
POLI,POLI 144,International Political Economy,N/A
POLI,POLI 144AB,Selected Topics in International Political Economy,POLI 12
POLI,POLI 144D,International Political Economy: Money and Finance,N/A
POLI,POLI 144E,The Politics of International Trade,N/A
POLI,POLI 144F,The Politics of International Trade and Finance,N/A
POLI,POLI 145A,International Politics and Drugs,N/A
POLI,POLI 145C,International Relations After the Cold War: Theory and Prospect,upper-division standing
POLI,POLI 146A,The US and Latin America: Political and Economic Relations,N/A
POLI,POLI 147B,Russian-American Relations,N/A
POLI,POLI 149,"Spies, Intelligence, and U",N/A
POLI,POLI 150A,Politics of Immigration,upper-division standing required
POLI,POLI 151,International Organizations,"POLI 12, upper-division standing"
POLI,POLI 152,Gender in International Conflict,N/A
POLI,POLI 153,The European Union in World Politics,N/A
POLI,POLI 154,Special Topics in International Relations,N/A
POLI,POLI 160AA,Introduction to Policy Analysis,POLI 10 or 11
POLI,POLI 160AB,Introduction to Policy Analysis,POLI 160AA
POLI,POLI 161,Research Design for Social Science,POLI/ECON 5(D) and POLI 30(D)
POLI,POLI 162,Environmental Policy,N/A
POLI,POLI 163,Analyzing Politics,N/A
POLI,POLI 164,The Politics of Public Policy,N/A
POLI,POLI 165,Special Topic: Policy Analysis,N/A
POLI,POLI 168,Policy Assessment,N/A
POLI,POLI 170,"Algorithms, Public Policy, and Ethics","POLI 5, POLI 5D, or ECON 5"
POLI,POLI 170A,Applied Data Analysis for Political Science,POLI 30 or POLI 30D or consent of instructor
POLI,POLI 171,Making Policy with Data,POLI 5 or 5D or ECON 5 and POLI 30 or 30D
POLI,POLI 172,Advanced Social Data Analytics,POLI 5 or 5D or ECON 5 and POLI 30 or 30D
POLI,POLI 173,Social Network Analysis,upper-division standing
POLI,POLI 174,Analyzing Elections,POLI 112A or POLI 118
POLI,POLI 175,Machine Learning for Social Scientists,CCS 1 or ECON 5/5R or POLI 5/5D/5R/5DR or POLI 30/30D
POLI,POLI 176,Text as Data,POLI/ECON 5D or POLI 30D or POLI 170A or POLI 171 or POLI 172
POLI,POLI 179,Special Topics in Political Science Methodology,upper-division standing
POLI,POLI 191A–B,Senior Honors Seminar: Frontiers of Political Science,N/A
POLI,POLI 192,Senior Seminar in Political Science,department stamp and/or consent of instructor
POLI,POLI 194,"Research Seminar in Washington, DC",participating in UCDC Program
POLI,POLI 194RA,Research Apprenticeship Seminar,department approval
POLI,POLI 194SD,Local Internship Research Seminar,department approval and consent of instructor
POLI,POLI 195,Apprentice Teaching,department approval
POLI,POLI 196,Community Stations Fieldwork,department approval
POLI,POLI 197I,Political Science Washington Internship,must be enrolled in the UCDC Program; department stamp required
POLI,POLI 197SD,Local Internship in Political Science,ninety units completed; 2
POLI,POLI 198,Directed Group Study,department approval
POLI,POLI 198RA,Research Apprenticeship,department approval
POLI,POLI 199,Independent Study for Undergraduates,consent of instructor
POLI,POLI 200A,Foundations of Political Science,graduate student standing
POLI,POLI 200B,Democracy,graduate student standing
POLI,POLI 200C,States and Markets,graduate student standing
POLI,POLI 203A,Analytic Theory I,graduate student standing
POLI,POLI 203B,Analytic Theory II,"POLI 203A, graduate student standing"
POLI,POLI 204A,Research Design,graduate student standing
POLI,POLI 204B,Quantitative Methods I,graduate student standing
POLI,POLI 204C,Game Theory 1,graduate student standing
POLI,POLI 205,Game Theory II,department approval
POLI,POLI 210AA,Systems of Political Thought: Thucydides to Rousseau,graduate standing or consent of instructor
POLI,POLI 210AB,Systems of Political Thought: Kant to Rawls,graduate standing or consent of instructor
POLI,POLI 211,Formal Models in Political Theory,N/A
POLI,POLI 212,Contemporary Sociological Theory,graduate standing
POLI,POLI 213,Culture and Political Theory,graduate standing
POLI,POLI 214,Marxist and Post-Marxist Political Philosophy,graduate standing
POLI,POLI 215,Social Norms Change and Development,graduate standing
POLI,POLI 216,Contemporary Liberal and Democratic Theory,graduate standing
POLI,POLI 219,Special Topics in Political Theory,graduate standing or consent of instructor
POLI,POLI 220A,Comparative Politics: State and Society,"graduate standing, or consent of instructor"
POLI,POLI 220B,Comparative Politics: Institutions,"graduate standing, or consent of instructor"
POLI,POLI 220C,Origins of the State,graduate standing
POLI,POLI 221,Clientelism and Corruption,N/A
POLI,POLI 222,Gender and Conflict,N/A
POLI,POLI 223,Corruption and Distribution,N/A
POLI,POLI 223A,Comparative Parliamentary Studies,graduate standing
POLI,POLI 224,The Politics of Democratization,graduate standing
POLI,POLI 224A,Elections in Consolidating Democracies,graduate student standing or consent of instructor
POLI,POLI 225,Political Violence,graduate standing
POLI,POLI 225B,The Nation-State,graduate standing
POLI,POLI 226D,Understanding Authoritarianism,N/A
POLI,POLI 227,Comparative Political Economy,POLI 200C or consent of instructor
POLI,POLI 228,Historical Political Economy,graduate standing
POLI,POLI 229,Special Topics in Comparative Politics,graduate standing or consent of instructor
POLI,POLI 231,Political Economy of Development,graduate standing
POLI,POLI 231E,Politics of Development,N/A
POLI,POLI 233,The Politics of Migrant Inclusion and Exclusion,department approval
POLI,POLI 235A,Latin American Politics,graduate standing
POLI,POLI 236,Immigration Policy and Politics,graduate standing or consent of instructor
POLI,POLI 240,International Relations Theory,graduate standing or consent of instructor
POLI,POLI 241,International Conflict,N/A
POLI,POLI 242,The European Union and Global Governance,graduate standing or consent of instructor
POLI,POLI 242D,Weapons of Mass Destruction,graduate standing
POLI,POLI 243,International Security,graduate standing or consent of instructor
POLI,POLI 244,International Institutions,graduate standing
POLI,POLI 244A,European Integration,graduate standing or consent of instructor
POLI,POLI 245,International Political Economy,graduate standing or consent of instructor
POLI,POLI 245A,Political Economy of Regional Integration,graduate standing
POLI,POLI 246,International Organization,graduate standing
POLI,POLI 247A,Quantitative International Relations,graduate standing or consent of instructor
POLI,POLI 247B,Formal Models in International Relations,N/A
POLI,POLI 247C,History of International Relations,"240, 247A, and 247B; graduate standing"
POLI,POLI 248,Special Topics in International Relations,graduate standing or consent of instructor
POLI,POLI 250,"The Politics of Race, Ethnicity, and Immigration",graduate standing
POLI,POLI 251,American Political Institutions,graduate standing or consent of instructor
POLI,POLI 252,American Politics: Behavior,graduate standing or consent of instructor
POLI,POLI 253,Research in State Politics,graduate standing or consent of instructor
POLI,POLI 254,American Political Development,graduate standing in any discipline of the social sciences or humanities or consent of instructor
POLI,POLI 255,Urban Politics,graduate standing or consent of instructor
POLI,POLI 256,"Race, Class, and Institutions in American Political Economy",graduate standing
POLI,POLI 257,Voting and Elections,graduate standing or consent of instructor
POLI,POLI 258,United States Presidency and Executive Politics,N/A
POLI,POLI 259,Special Topics in American Politics,graduate standing or consent of instructor
POLI,POLI 260,Social Science Replication,POLI 204B and POLI 270 and POLI 271; graduate standing
POLI,POLI 261,Practice of Research,N/A
POLI,POLI 263,Theory and Analysis of Experiments,N/A
POLI,POLI 270,Mathematical and Statistical Foundations,graduate standing
POLI,POLI 271,Advanced Statistical Applications,204B and 270; graduate standing
POLI,POLI 272,Bayesian Methods,graduate standing
POLI,POLI 273,Causal Inference,graduate standing
POLI,POLI 274,Text as Data,graduate standing
POLI,POLI 275,"Interviews, Survey Design, and Sampling",N/A
POLI,POLI 276,Qualitative Methods,graduate standing
POLI,POLI 278,Political Economy Models of Elections,graduate standing or consent of instructor
POLI,POLI 279,Special Topics in Methodology,graduate standing or consent of instructor
POLI,POLI 280,Workshop: International Law and Regulation,graduate standing or consent of instructor
POLI,POLI 281,Workshop: American Politics,graduate standing
POLI,POLI 282,Workshop: Comparative Politics,graduate standing or consent of instructor
POLI,POLI 283,Workshop: International Relations,graduate standing or consent of instructor
POLI,POLI 284D,Workshop: Evidence-Based Teaching,N/A
POLI,POLI 285,Workshop: Political Theory,graduate standing or consent of instructor
POLI,POLI 286,Workshop: Methodology,graduate standing or consent of instructor
POLI,POLI 287,Multidisciplinary Methods in Political Science: Social Networks,"204A and 204B and 204C, graduate standing or consent of instructor"
POLI,POLI 288,Multidisciplinary Methods in Political Science: Computational Social Science,"204A and 204B and 204C, graduate standing or consent of instructor"
POLI,POLI 289,Multidisciplinary Methods in Political Science: Biology,"204A and 204B and 204C, graduate standing or consent of instructor"
POLI,POLI 298,Directed Reading,N/A
POLI,POLI 299,Dissertation Research,N/A
POLI,POLI 500,Apprentice Teaching,N/A
POLI,POLI 501,Seminar on Teaching Development—American Politics,graduate standing
POLI,POLI 502,Seminar on Teaching Development—Comparative Politics,graduate standing
POLI,POLI 503,Seminar on Teaching Development—International Relations,graduate standing
POLI,POLI 504,Seminar on Teaching Development—Political Theory,graduate standing
POLI,POLI 599,Teaching Methods in Political Science,graduate standing in political science
PSYC,PSYC 1,Psychology,N/A
PSYC,PSYC 2,General Psychology: Biological Foundations,N/A
PSYC,PSYC 3,General Psychology: Cognitive Foundations,N/A
PSYC,PSYC 3R,General Psychology: Cognitive Foundations,N/A
PSYC,PSYC 4,General Psychology: Behavioral Foundations,N/A
PSYC,PSYC 6,General Psychology: Social Foundations,N/A
PSYC,PSYC 7,General Psychology: Developmental Foundations,N/A
PSYC,PSYC 42,Psychosocial Foundations of the Climate Crisis,N/A
PSYC,PSYC 60,Introduction to Statistics,N/A
PSYC,PSYC 70,Research Methods in Psychology,PSYC 60 or equivalent
PSYC,PSYC 71,Laboratory in Psychological Research Methods,"upper-division standing,COGS 14B or PSYC 60 or MATH 11 and PSYC 70 or COGS 14A"
PSYC,PSYC 81,"Laboratory in Brain, Behavior, and Evolution","upper-division standing,COGS 14B or PSYC 60 or MATH 11 and PSYC 70 or COGS 14A"
PSYC,PSYC 87,First-year Seminar,N/A
PSYC,PSYC 88,Learning Sustainable Well-Being: Compassion for Self and Others,N/A
PSYC,PSYC 90,Undergraduate Seminar,N/A
PSYC,PSYC 93,Topics in Psychology,N/A
PSYC,PSYC 99,Independent Study,"lower-division standing, completion of at least thirty units of undergraduate study at UC San Diego with a minimum UC San Diego GPA of 3"
PSYC,PSYC 100,Clinical Psychology,upper-division standing
PSYC,PSYC 101,Developmental Psychology,upper-division standing
PSYC,PSYC 102,Sensory Neuroscience,upper-division standing
PSYC,PSYC 104,Social Psychology,upper-division standing
PSYC,PSYC 105,Cognitive Psychology,upper-division standing
PSYC,PSYC 106,Behavioral Neuroscience,upper-division standing
PSYC,PSYC 108,Cognitive Neuroscience,upper-division standing
PSYC,PSYC 110,Juniors Honors Research Seminars,upper-division standing
PSYC,PSYC 111A,Research Methods I,upper-division standing
PSYC,PSYC 111B,Research Methods II,PSYC 111A; upper-division standing
PSYC,PSYC 113,Electroencephalogram,"PSYC 60 or COGS 14B or MATH 11, and PSYC 70 or COGS 14A, and COGS 101A or COGS 107A or COGS 107B or COGS 107C or PSYC 102 or PSYC 106 or PSYC 108"
PSYC,PSYC 114,Psychophysiological Perspectives on the Social Mind Laboratory,"upper-division standing, PSYC 60 or COGS 14B or MATH 11 and PSYC 70 or COGS 14A"
PSYC,PSYC 115A,Laboratory in Cognitive Psychology I,upper-division standing and PSYC 60 or equivalent; an interview with the instructor is required
PSYC,PSYC 115B,Laboratory in Cognitive Psychology II,upper-division standing and PSYC 115A
PSYC,PSYC 116A,Laboratory in Clinical Psychology Research I,"upper-division standing, PSYC 70, PSYC 100, and instructor and department approval"
PSYC,PSYC 116B,Laboratory in Clinical Psychology Research II,PSYC 116A
PSYC,PSYC 116C,Laboratory in Clinical Psychology Research III,PSYC 116B
PSYC,PSYC 117,Laboratory in Educational Research and Outreach,"upper-division standing, PSYC 60 or COGS 14B and PSYC 70 or COGS 14A"
PSYC,PSYC 118,Laboratory in Animal Behavior,"upper-division standing, PSYC 60 or COGS 14B or MATH 11 and PSYC 70 or COGS 14A, and department approval"
PSYC,PSYC 122,Mechanisms of Animal Behavior,upper-division standing
PSYC,PSYC 123,Cognitive Control and Frontal Lobe Function,upper-division standing
PSYC,PSYC 124,Clinical Assessment and Treatment,upper-division standing
PSYC,PSYC 125,Clinical Neuropsychology,upper-division standing
PSYC,PSYC 126,Practicum in Community Mental Health Care,PSYC 100 and PSYC 124 and department approval
PSYC,PSYC 127,Sexual Health Inequities and Sexual Well-Being,"upper-division standing, PSYC 60, PSYC 70, PSYC 172"
PSYC,PSYC 131,"Scientific Racism: Genetics, Intelligence, and Race",upper-division standing
PSYC,PSYC 132,Hormones and Behavior,upper-division standing
PSYC,PSYC 133,Circadian Rhythms—Biological Clocks,upper-division standing
PSYC,PSYC 133R,Circadian Rhythms—Biological Clocks,upper-division standing
PSYC,PSYC 134,Eating Disorders,upper-division standing
PSYC,PSYC 136,Cognitive Development,upper-division standing; PSYC 101 or PSYC 105
PSYC,PSYC 137,Social Cognition,upper-division standing
PSYC,PSYC 138,Sound and Music Perception,upper-division standing
PSYC,PSYC 141,Evolution and Human Nature,upper-division standing
PSYC,PSYC 142,Psychology of Consciousness,upper-division standing
PSYC,PSYC 143,Control and Analysis of Human Behavior,upper-division standing
PSYC,PSYC 144,Memory and Amnesia,upper-division standing
PSYC,PSYC 145,Psychology of Language,upper-division standing
PSYC,PSYC 146,Language and Conceptual Development,upper-division standing
PSYC,PSYC 147,Gender,upper-division standing
PSYC,PSYC 148,Psychology of Judgment and Decision,upper-division standing
PSYC,PSYC 149,Educational Psychology,upper-division standing
PSYC,PSYC 150,Cognitive Neuroscience of Vision,upper-division standing; COGS 101A or COGS 107C or PSYC 102 or PSYC 108
PSYC,PSYC 151,Tests and Measurement,upper-division standing; COGS 14B or MATH 11 or PSYC 60
PSYC,PSYC 153,Psychology of Emotion,upper-division standing
PSYC,PSYC 154,Behavior Modification,upper-division standing
PSYC,PSYC 155,Health Psychology,upper-division standing
PSYC,PSYC 156,Cognitive Development in Infancy,upper-division standing; PSYC 101 or HDS 1
PSYC,PSYC 158,Interpersonal Relationships,upper-division standing
PSYC,PSYC 160,Neuroscience of Decision-Making,upper-division standing; PSYC 106
PSYC,PSYC 161,Engineering Psychology,upper-division standing
PSYC,PSYC 162,Psychology and the Law,upper-division standing
PSYC,PSYC 164,Criminology,upper-division standing
PSYC,PSYC 166,History of Psychology,upper-division standing
PSYC,PSYC 167,Science of Imagination,upper-division standing
PSYC,PSYC 168,Psychological Disorders of Childhood,upper-division standing
PSYC,PSYC 169,Brain Damage and Mental Function,upper-division standing
PSYC,PSYC 171,Neurobiology of Learning and Memory,upper-division standing and BILD 12 or COGS 107B or COGS 17 or PSYC 106 or PSYC 181 or PSYC 181GS or PSYC 2
PSYC,PSYC 172,Psychology of Human Sexuality,upper-division standing
PSYC,PSYC 174,Visual Cognition,upper-division standing
PSYC,PSYC 175,Psychology of Mindfulness and Well-being,"upper-division standing, COGS 14B or MATH 11 or PSYC 60, and COGS 14A or PSYC 70"
PSYC,PSYC 176,Creativity,upper-division standing
PSYC,PSYC 178,Industrial Organizational Psychology,upper-division standing
PSYC,PSYC 179,"Drugs, Addiction, and Mental Disorders",upper-division standing
PSYC,PSYC 180,Adolescence,upper-division standing
PSYC,PSYC 181,Psychopharmacology—Drugs and Behavior,N/A
PSYC,PSYC 182,Illusions and the Brain,upper-division standing
PSYC,PSYC 184,Choice and Self-Control,upper-division standing
PSYC,PSYC 185,Psychology of Climate Crisis,upper-division standing
PSYC,PSYC 186,Evolutionary Psychology,upper-division standing
PSYC,PSYC 186GS,"Global Seminar—Early History of Psychiatry: Psychiatry, Neuroscience, and Pharmacology of the Renaissance through the Enlightenment",Students must submit applications to the International Center Programs Abroad Office and be accepted into the Global Seminar Program
PSYC,PSYC 187,Development of Social Cognition,upper-division standing
PSYC,PSYC 188,Impulse Control Disorders,upper-division standing
PSYC,PSYC 189,"Brain, Behavior, and Evolution","upper-division standing, BILD 2 or COGS 101A or COGS 107B or PSYC 102 or PSYC 106"
PSYC,PSYC 190,Science of Parenting,upper-division standing
PSYC,PSYC 191,Psychology of Sleep,upper-division standing
PSYC,PSYC 192,Senior Seminar in Psychology,department approval and consent of instructor
PSYC,PSYC 193,Topics in Psychology,upper-division standing and department approval
PSYC,PSYC 193L,Psychology Laboratory Topics,"upper-division standing, department approval, and PSYC 60 or COGS 14B or MATH 11 and PSYC 70 or COGS 14A"
PSYC,PSYC 194A,Honors Thesis I,"PSYC 110, PSYC 111A-B, department approval, psychology majors only, acceptance to the Honors Program"
